ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,EQUIP_INFO_ADJUST_MAX,Adjust Count,Locked
116720893,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,8.9352,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
116743951,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-6.5570,-,28.8148,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,
116921589,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,465853312,Suomi Mod,7.6015,-,-,-,-,-,-,-8.1952,-,-,-,-,-,-,1,0,,0,
116990012,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,456853735,SCAR-H,-,-,-,-,-,-,-,170.3295,-,-,-,-,-,-,10000,10,,2,
117025001,283,Sp. Eq (Exclusive),★★★★★,Barrett QDL,-,-,4.8450,-,-,-,-,22.1163%,-,-,-,-,-,-,-,-,1,0,,0,Locked
117243757,132,Sp. Eq (Exclusive),★★★★★,Gr MG4 MGO,-,-,-,18.0000,-,-,-1.0000,20.0000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
117388607,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,422983080,M4A1 Mod,15.7622,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
117527851,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.8412,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
117527852,44,Plate (Body),★★★★★,Type 3 Armor Plate,456613484,DP-12 Mod,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,4,Locked
117555505,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.2068,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
117555507,12,Red Dot (Acc),★★★★★,ITI MARS,-,-,-,12.8496,-,-,-3.7618,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
117616745,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.2660,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
117819446,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.5748,-,-,12.3798%,-,-,-,-,-,-,-,-,1,0,,0,
117898864,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.3248,-,-,-,-,-,-,-8.0749,-,-,-,-,-,-,1,0,,0,
117929222,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.0000,-,-,-,-,-,4.4482,-,-,-,-,-,1,0,,0,
118182930,295,Sp. Eq (Exclusive),★★★★★,M-LOK Handguard,-,-,-,-,-,-,-,27.835%,8.7734%,-,-,-,-,-,-,-,1,0,,0,Locked
118182938,49,PEQ (Acc),★★★★★,16Lab Infrared Designator,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0000%,-,0,0,MAX,0,Locked
118421728,304,Sp. Eq (Exclusive),★★★★★,GRUNT Rail,-,-,1.6652,2.2516,-,-,-,19.5092%,-,-,-,-,-,-,-,-,1,0,,0,Locked
119024352,316,Sp. Eq (Exclusive),★★★★★,PT-2 Telescopic Stock,-,-,1.0262,13.7116,-,-,-,13.4278%,-,-,-,-,-,-,-,-,1,0,,0,Locked
119882326,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.0000,-,-,15.108%,-,-,-,-,-,-,-,5000,10,,0,
119960352,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,7.3170,-,-19.0960%,-,-,-,-,-,-,-,0,0,,0,Locked
119960358,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,8.8696,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
119960371,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.0290,-,-15.6540%,-,-,-,-,-,-,-,0,0,,0,Locked
119963981,67,MG Box (Body),★★★★,IOP High-Capacity Ammo Box,467694656,MG338,-,-,-1.0000,-,-,-,-,-,-,-,-,-,-,1.0000,0,0,MAX,0,
119963984,310,Rangefinder (Body),★★★★,M1050 LRF,-,-,1.162,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
119964002,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.8932,-,-12.1440%,-,-,-,-,-,-,-,0,0,,0,Locked
119964011,310,Rangefinder (Body),★★★★,M1050 LRF,-,-,1.0708,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
119964014,313,MG Bipod (Body),★★★★,HD-50 Bipod Mk2,439513158,Negev,-,2.4954,-,-2.9388,-,-,-,-,-,-,-,-,-,-,0,0,,0,
119964038,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.0000,-,-,15.9780%,-,-,-,-,-,-,-,5000,10,,0,Locked
119964054,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,7.0122,-,-,13.3722%,-,-,-,-,-,-,-,-,0,0,,0,
119974036,340,Sp. Eq (Exclusive),★★★★★,M2 Custom Armor-Piercing Round,-,-,3.0000,-,-,-,-,-,-,250.0000,-,-,-,-,-,-,1,0,MAX,0,Locked
119975990,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.4586,-,-,12%,-,-,-,-,-,-,-,-,1,0,,0,Locked
119976159,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,8.1535,-,-,-,-,-,12.0535%,-,-,-,-,-,-,-,0,0,,0,Locked
119981858,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,8.7924,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
119987613,44,Plate (Body),★★★★★,Type 3 Armor Plate,445227921,LTLX7000,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,2,Locked
119987614,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.5021,-,-,-,-,-,-,-9.544,-,-,-,-,-,-,1,0,,0,Locked
120018571,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,9.6739,-,-,-,-,-,10.0540%,-,-,-,-,-,-,-,0,0,,0,Locked
120230846,174,Sp. Eq (Exclusive),★★★★★,FRAG-12 High Explosive Rounds,-,-,8.0000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
120272894,230,Birdshot (Shell),★★★★,#6 Birdshot,-,-,-,-,-,-,3.7462,-,-26.5590%,-,-,-,-,-,-,-,0,0,,0,
120272911,71,HP (Ammo),★★★★,ILM Hollow-Point Ammo,-,-,4.3238,-,-,-,-,-,-,-5.528,-,-,-,-,-,-,1,0,,0,
120385443,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.4119,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
120386400,230,Birdshot (Shell),★★★★,#6 Birdshot,-,-,-,-,-,-,3.0363,-,-26.0745%,-,-,-,-,-,-,-,0,0,,0,
120386402,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,7.3321,-,-,-,-,-,11.3695%,-,-,-,-,-,-,-,0,0,,0,Locked
120396223,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,10.8004,-,-,-,13.0728%,-,-,-,-,-,-,-,-,1,0,,0,Locked
120407296,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.8110,-,-17.2330%,-,-,-,-,-,-,-,0,0,,0,
120407298,230,Birdshot (Shell),★★★★,#6 Birdshot,-,-,-,-,-,-,3.4311,-,-22.7085%,-,-,-,-,-,-,-,0,0,,0,
120431749,350,Sp. Eq (Exclusive),★★★★★,SAAB Exoskeleton,-,-,-,-,14.6920,2.0000,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
120687969,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,15,-,-,-,25,-,-50.000%,-,-,-,-,-,-,-,10000,10,MAX,13,Locked
120728768,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,9,Locked
120739058,233,Processor Chip (Body),★★★★,#1 Processor,-,-,4.2236,-,-,-,9.5464,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
120739060,233,Processor Chip (Body),★★★★,#1 Processor,-,-,5.604,-,-,-,8.4396,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
120739061,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,13.3467,-,-,-,21.5236,-,-50.0000%,-,-,-,-,-,-,-,10000,10,,0,Locked
120768862,233,Processor Chip (Body),★★★★,#1 Processor,-,-,4.1624,-,-,-,8.5104,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
120768876,309,Focus Chip (Body),★★★★★,Focus Chip,458417779,SCAR-L,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,21,Locked
120790385,233,Processor Chip (Body),★★★★,#1 Processor,-,-,4.8934,-,-,-,8.7998,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
120810882,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,7.8229,-,-,-,-,-,11.4590%,-,-,-,-,-,-,-,0,0,,0,Locked
120813360,235,Flash (Shell),★★★★★,Shotgun Flash Shells,456613110,TPS,-,9.6932,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
120827760,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.9564,-,-16.510%,-,-,-,-,-,-,-,0,0,,0,Locked
120827764,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,2.4516,-,-,-,-,-,-,52.9580,-,-,-,-,-,-,0,0,,0,
120827767,19,AP (Ammo),★★★★,Mk169 Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,93.7360,-,-,-,-,-,-,0,0,,0,
120828655,65,Supp (Silencer),★★★★,AC3 Suppressor,-,-,-,-,4.0865,-,-,9.9258%,-,-,-,-,-,-,-,-,0,0,,0,
120828658,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,2.1862,-,-,-,-,-,-,55.1820,-,-,-,-,-,-,0,0,,0,
120829595,71,HP (Ammo),★★★★,ILM Hollow-Point Ammo,-,-,4.2488,-,-,-,-,-,-,-5.5654,-,-,-,-,-,-,0,0,,0,
120840906,309,Focus Chip (Body),★★★★★,Focus Chip,-,-,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,16,Locked
120840909,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.8136,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
120840910,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,6.6494,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
120853154,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.2156,-,-,-,-,-,-,53.7970,-,-,-,-,-,-,0,0,,0,
120853156,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.8756,-,-,-,-,-,-,54.8990,-,-,-,-,-,-,0,0,,0,
120857026,75,Buck (Shell),★★★★,#00 Buckshot,-,-,4.3444,-,-,-,-,-,7.3044%,-,-,-,-,-,-,-,1,0,,0,
120862398,19,AP (Ammo),★★★★,Mk169 Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,93.4850,-,-,-,-,-,-,0,0,,0,
120866691,4,Optical (Acc),★★★★★,VFL 6-24X56,439513158,Negev,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,5,
120890269,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,456853735,SCAR-H,-,-,-,-3.0000,-,-,25%,-,-,-,-,-,-,-,10000,10,MAX,4,
120904563,311,Rangefinder (Body),★★★★★,M200X LRF,-,-,3.772,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
120914084,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.0917,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
120917573,364,Sp. Eq (Exclusive),★★★★★,Patrol Helmet,-,-,-,-,-,3.0000,-,-,-,-,5.76,-,-,-,-,-,1,0,,0,Locked
120917599,355,Sp. Eq (Exclusive),★★★★★,Multi-Purpose Crinoline,-,-,-,-,11.0357,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
120917801,105,Sp. Eq (Exclusive),★★★★★,PM 5-25X56,-,-,-,-,-,-,-,48.0000%,20.0000%,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
120945543,360,Sp. Eq (Exclusive),★★★★★,Teddy Bear Auxiliary Processor,-,-,9.332,-,-,-,-3.6912,-,17.1810%,-,-,-,-,-,-,-,1,0,,0,
120950843,4,Optical (Acc),★★★★★,VFL 6-24X56,458891047,SCAR-L,-,-,-,-,-,44.0002%,-,-,-,-,-,-,-,-,10000,10,,3,Locked
121013378,197,Sp. Eq (Exclusive),★★★★★,Mk31 Multi-functional Exoskeleton,465853312,Suomi Mod,-6.0000,-,25.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
121038144,235,Flash (Shell),★★★★★,Shotgun Flash Shells,456613484,DP-12 Mod,-,9.8276,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
121038145,57,X Exo (Body),★★★★,IOP X3 Exoskeleton,-,-,-,-,6.6056,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,
121043467,3,Optical (Acc),★★★★,PSO-1,-,-,-,-,-,-,-,13.4983%,-,-,-,-,-,-,-,-,0,0,,0,
121105203,367,Sp. Eq (Exclusive),★★★★★,Panda Dangle,-,-,-,1.4503,15.6228,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,
121117232,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,39.4588%,-,-,-,-,-,-,-,-,5800,8,,0,Locked
121117566,311,Rangefinder (Body),★★★★★,M200X LRF,-,-,3.8170,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
121171656,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.1082,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,
121171657,67,MG Box (Body),★★★★,IOP High-Capacity Ammo Box,-,-,-,-,-1.0000,-,-,-,-,-,-,-,-,-,-,1.0000,1,0,MAX,0,
121186301,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.7458%,-,1,0,,0,
121215954,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,462209533,Gr MG4 Mod,-,-,-,-,-,-,-,159.4418,-,-,-,-,-,-,5701,8,,0,
121215955,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.6576,-,-,-,-,-,-,52.7750,-,-,-,-,-,-,0,0,,0,
121215956,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.4952,-,-,-,-,-,-,55.1690,-,-,-,-,-,-,0,0,,0,
121215957,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.8150,-,-,-,-,-,-,50.8460,-,-,-,-,-,-,0,0,,0,
121541052,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,439513158,Negev,-,-,-,-,-,-,-,161.2534,-,-,-,-,-,-,5700,8,,0,Locked
121541054,19,AP (Ammo),★★★★,Mk169 Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,91.2560,-,-,-,-,-,-,0,0,,0,
121541060,19,AP (Ammo),★★★★,Mk169 Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,93.3580,-,-,-,-,-,-,0,0,,0,
121572688,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,1.9190,-,-,-,-,-,-,51.8040,-,-,-,-,-,-,0,0,,0,
121572689,19,AP (Ammo),★★★★,Mk169 Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,94.820,-,-,-,-,-,-,0,0,,0,
121572690,226,SNIP (Ammo),★★★★,M33 Sniper Rounds,-,-,2.0972,-,-,-,-,-,-,56.1590,-,-,-,-,-,-,0,0,,0,
121606760,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,10.5896,-,-,-,13.2934%,-,-,-,-,-,-,-,-,1,0,,0,Locked
121606761,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,9.0316,-,-,-,-,-,-,-9.0133,-,-,-,-,-,-,1,0,,0,
121651551,233,Processor Chip (Body),★★★★,#1 Processor,-,-,4.4486,-,-,-,8.7758,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
121651552,233,Processor Chip (Body),★★★★,#1 Processor,-,-,4.8608,-,-,-,8.2912,-,-50.0000%,-,-,-,-,-,-,-,0,0,,0,
121651553,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.0000,-,-,8.7316%,-,-,-,-,-,-,-,1,0,,0,
121740571,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.86,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740574,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.4296,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740575,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,6.3724,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740576,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.5506,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740578,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,14.3426,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
121740580,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,14.8186,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
121740587,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.4890,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740589,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.9496,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121740595,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.7788,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121797483,392,Sp. Eq (Exclusive),★★★★★,9x18mm SPK,-,-,13.7055,-,-,-,-,-,-,-9.0562,-,-,-,-,-,-,1,0,,0,
121812303,217,Sp. Eq (Exclusive),★★★★★,SB 2.5-10x56,-,-,3.0000,-,-,-,-,25.0000%,-,-,-,-,-,-,-,-,1,0,MAX,0,
121824546,395,Sp. Eq (Exclusive),★★★★★,FMG Protective Exoskeleton,-,-,-,1.5504,16.5864,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,
121833990,71,HP (Ammo),★★★★,ILM Hollow-Point Ammo,-,-,4.4406,-,-,-,-,-,-,-5.6628,-,-,-,-,-,-,1,0,,0,
121880376,3,Optical (Acc),★★★★,PSO-1,-,-,-,-,-,-,-,14.3773%,-,-,-,-,-,-,-,-,0,0,,0,
121885515,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.000,-,-,8.0494%,-,-,-,-,-,-,-,0,0,,0,
121885519,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.0000,-,-,8.9102%,-,-,-,-,-,-,-,0,0,,0,
121885522,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,21.997%,-,-,-,-,-,-,-,10000,10,,0,
121896882,397,Sp. Eq (Exclusive),★★★★★,Polymer Drum Magazine,-,-,-,8.4380,-,-,-,-,-,-,-,-,-,-,-,2.491,1,0,,0,
121896889,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,18.5488%,-,-,-,-,-,-,-,10000,10,,0,
121896890,89,Cape (Body),★★★★,Urban Camouflage Cape,-,-,-,-,-,-3.000,-,-,8.3182%,-,-,-,-,-,-,-,0,0,,0,
121896909,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.000,-,-,-,-,-,4.3527,-,-,-,-,-,0,0,,0,
121896925,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.0000,-,-,-,-,-,4.4863,-,-,-,-,-,0,0,,0,
121896926,3,Optical (Acc),★★★★,PSO-1,-,-,-,-,-,-,-,14.0038%,-,-,-,-,-,-,-,-,0,0,,0,
121896938,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.0000,-,-,-,-,-,4.495,-,-,-,-,-,0,0,,0,
121896946,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.0000,-,-,-,-,-,4.0611,-,-,-,-,-,0,0,,0,
121896947,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.000,-,-,-,-,-,4.1392,-,-,-,-,-,0,0,,0,
121896948,43,Plate (Body),★★★★,Type 2 Armor Plate,-,-,-,-,-1.0000,-,-,-,-,-,4.3707,-,-,-,-,-,0,0,,0,
121918469,99,Sp. Eq (Exclusive),★★★★★,Inherited Case,422983080,M4A1 Mod,20.0000,-,-,-,20.0000,-,-,-,15,-,-,-,-,-,30000,10,MAX,2,
121918472,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.9766,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121918476,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,15.8273,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,
121918482,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,6.2934,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121918483,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.9202,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121918485,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.6302,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121925319,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.0476,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
121925320,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.5656,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,
122380683,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.4384,-,-,13.8447%,-,-,-,-,-,-,-,-,1,0,,0,
122808854,436,Sp. Eq (Exclusive),★★★★★,.440 DE Rounds,-,-,8.3436,-,-,-,-,8.0930%,-,-,-,-,-,-,-,-,1,0,,0,
122866421,437,Sp. Eq (Exclusive),★★★★★,General Liu's Saber,-,-,-,-,-,-,-,21.0338%,-,-,-,-,-,-,-,-,1,0,,0,
122906152,31,HV (Ammo),★★★★,JHP High-Velocity Ammo,-,-,5.6564,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,
