ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
465777669,400,HG,★★★★★,Colt M1851N,1,0,0,0,x1,,37,37,12,7,12,33,15,0,0,20,1,0,,,,50,,,Locked
465865856,368,SG,★★★★,UTS-15,1,0,0,0,x1,,116,116,14,2,2,18,6,3,5,40,1,0,,,,50,,,Locked
465910523,397,SG,★★★★★,Stevens M520,1,0,0,0,x1,,121,121,11,2,2,20,6,3,5,40,1,0,,,,50,,,Locked
466450123,316,RF,★★★★★,General Liu,1,0,0,0,x1,,40,40,47,10,4,26,7,0,0,40,1,0,,,,50,,,Locked
466464276,57,AR,★★★★,ST AR-15,1,0,0,0,x1,,53,53,17,6,6,52,10,0,0,20,1,0,,,,50,,,Locked
467181918,206,AR,★★★★★,AK-12,1,0,0,0,x1,,55,55,18,7,6,50,10,0,0,20,1,0,,,,50,,,Locked
467181919,205,AR,★★★★★,AN-94,1,0,0,0,x1,,58,58,17,7,5,48,10,0,0,20,1,0,,,,50,,,Locked
467197675,88,MG,★★★★,MG3,1,0,0,0,x1,,99,99,32,4,3,90,4,0,10,5,1,0,,,,50,,,Locked
467694656,345,MG,★★★★★,MG338,100,3263300,-,-,x5,,870,870,104,26,26,125,4,0,9,5,10,0,,VFL 6-24X56,IOP High-Capacity Ammo Box,50,,,Locked
468206295,396,MG,★★★★,MG15,1,0,0,0,x1,,87,87,37,4,3,69,4,0,10,5,1,0,,,,50,,,Locked
468206385,406,MG,★★★★★,XM556,1,0,0,0,x1,,87,87,31,4,3,98,4,0,12,5,1,0,,,,50,,,Locked
468968910,366,SG,★★★★★,SPAS-15,1,0,0,0,x1,,132,132,14,2,2,24,6,3,3,40,1,0,,,,50,,,Locked
469497837,1045,HG,★★★★★,Evita,1,0,0,0,x1,,40,40,11,7,11,40,15,0,0,20,1,0,,,,50,,,Locked
469980098,393,AR,★★★★★,Beowulf,1,0,0,0,x1,,61,61,23,6,5,52,10,0,0,20,1,0,,,,50,,,Locked
470095028,377,RF,★★★★★,SCAR-H,1,0,0,0,x1,,43,43,39,11,4,27,7,0,0,40,1,0,,,,50,,,Locked
470095029,378,AR,★★★★★,SCAR-L,1,0,0,0,x1,,55,55,18,5,6,49,10,0,0,20,1,0,,,,50,,,Locked
470095058,294,HG,★★★★★,Webley,1,0,0,0,x1,,43,43,10,8,9,37,15,0,0,20,1,0,,,,50,,,Locked
471402214,214,AR,★★★★★,ADS,1,0,0,0,x1,,61,61,16,6,5,50,10,0,0,20,1,0,,,,50,,,Locked
471402219,106,AR,★★★★★,FAL,1,0,0,0,x1,,66,66,21,6,5,49,10,0,0,20,1,0,,,,50,,,Locked
471402249,171,AR,★★★★,Ribeyrolles,1,0,0,0,x1,,55,55,21,5,5,41,10,0,0,20,1,0,,,,50,,,Locked
472651359,377,RF,★★★★★,SCAR-H,1,0,0,0,x1,,43,43,39,11,4,27,7,0,0,40,1,0,,,,50,,,Locked
472848435,378,AR,★★★★★,SCAR-L,1,0,0,0,x1,,55,55,18,5,6,49,10,0,0,20,1,0,,,,50,,,Locked
472848453,152,SG,★★★,M1897,1,0,0,0,x1,,127,127,14,2,2,18,6,3,4,40,1,0,,,,50,,,Locked
472848460,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,1,0,,,,50,,,Locked
472848468,366,SG,★★★★★,SPAS-15,1,0,0,0,x1,,132,132,14,2,2,24,6,3,3,40,1,0,,,,50,,,Locked
472848469,323,SG,★★★★★,LTLX7000,1,0,0,0,x1,,138,138,9,2,2,20,6,3,5,40,1,0,,,,50,,,Locked
472935359,361,AR,★★★★★,QBZ-191,1,0,0,0,x1,,61,61,20,7,6,53,10,0,0,20,1,0,,,,50,,,Locked
472963986,367,SG,★★★★★,MK3A1,1,0,0,0,x1,,110,110,13,2,2,26,6,3,6,40,1,0,,,,50,,,Locked
472994379,407,RF,★★★★★,HTI,1,0,0,0,x1,,44,44,50,10,4,23,7,0,0,40,1,0,,,,50,,,Locked
473445101,115,SMG,★★★★★,Suomi,1,0,0,0,x1,,110,110,11,2,8,65,12,0,0,5,1,0,,,,50,,,Locked
473552577,130,AR,★★★★★,Type97,1,0,0,0,x1,,58,58,19,6,6,48,10,0,0,20,1,0,,,,50,,,Locked
473552591,215,AR,★★★★★,MDR,1,0,0,0,x1,,60,60,20,6,5,51,10,0,0,20,1,0,,,,50,,,Locked
473552609,411,AR,★★★★★,gun-10000411,1,0,0,0,x1,,77,77,17,6,5,51,10,0,0,20,1,0,,,,50,,,Locked
473552688,312,RF,★★★★★,VSK-94,1,0,0,0,x1,,44,44,45,9,4,25,7,0,0,40,1,0,,,,50,,,Locked
473552724,410,RF,★★★★,gun-10000410,1,0,0,0,x1,,47,47,42,9,5,26,7,0,0,40,1,0,,,,50,,,Locked
473552739,377,RF,★★★★★,SCAR-H,1,0,0,0,x1,,43,43,39,11,4,27,7,0,0,40,1,0,,,,50,,,Locked
473552761,348,RF,★★★★★,HS.50,1,0,0,0,x1,,44,44,54,10,4,22,7,0,0,40,1,0,,,,50,,,Locked
473552841,409,RF,★★★★★,gun-10000409,1,0,0,0,x1,,38,38,54,12,4,21,7,0,0,40,1,0,,,,50,,,Locked
473552867,375,HG,★★★★★,Colt Walker,1,0,0,0,x1,,30,30,13,8,14,38,15,0,0,20,1,0,,,,50,,,Locked
473553051,196,AR,★★★★★,Zas M21,1,0,0,0,x1,,61,61,19,6,5,49,10,0,0,20,1,0,,,,50,,,Locked
473553068,411,AR,★★★★★,gun-10000411,1,0,0,0,x1,,77,77,17,6,5,51,10,0,0,20,1,0,,,,50,,,
473553090,196,AR,★★★★★,Zas M21,1,0,0,0,x1,,61,61,19,6,5,49,10,0,0,20,1,0,,,,50,,,
473553130,313,AR,★★★★★,S-ACR,1,0,0,0,x1,,62,62,16,6,5,61,10,0,0,20,1,0,,,,50,,,Locked
473553158,412,AR,★★★★,gun-10000412,1,0,0,0,x1,,57,57,18,6,6,51,10,0,0,20,1,0,,,,50,,,Locked
473553200,408,HG,★★★★,gun-10000408,60,420000,0,0,x2,,128,128,22,31,59,47,15,0,0,20,4,0,,,,50,,,Locked
474113499,411,AR,★★★★★,gun-10000411,1,0,0,0,x1,,77,77,17,6,5,51,10,0,0,20,1,0,,,,50,,,
474113528,196,AR,★★★★★,Zas M21,1,0,0,0,x1,,61,61,19,6,5,49,10,0,0,20,1,0,,,,50,,,
474113625,417,AR,★★★★★,gun-10000417,1,0,0,0,x1,,72,72,20,7,4,51,10,0,0,20,1,0,,,,50,,,Locked
474113777,379,HG,★★★★,P10C,1,0,0,0,x1,,36,36,11,7,10,45,15,0,0,20,1,0,,,,50,,,
474113994,10,HG,★★,PPK,1,0,0,0,x1,,29,29,9,7,12,42,15,0,0,20,1,0,,,,50,,,
474114002,7,HG,★★★★,Stechkin,1,0,0,0,x1,,42,42,11,6,9,45,15,0,0,20,1,0,,,,50,,,Locked
474167145,2,HG,★★,M1911,1,0,0,0,x1,,37,37,10,6,9,38,15,0,0,20,1,0,,,,50,,,
474167146,114,HG,★★★★★,Welrod MkⅡ,1,0,0,0,x1,,40,40,9,8,10,33,15,0,0,40,1,0,,,,50,,,
474167147,90,HG,★★,FF FNP9,1,0,0,0,x1,,30,30,11,7,11,42,15,0,0,20,1,0,,,,50,,,
474167148,168,HG,★★★★,Spitfire,1,0,0,0,x1,,35,35,12,8,9,40,15,0,0,20,1,0,,,,50,,,
474167149,17,SMG,★★,M3,1,0,0,0,x1,,93,93,11,2,9,46,12,0,0,5,1,0,,,,50,,,
474221610,41,RF,★★,SKS,1,0,0,0,x1,,47,47,39,8,5,24,7,0,0,40,1,0,,,,50,,,
474221611,197,RF,★★★★★,Carcano M1891,1,0,0,0,x1,,40,40,45,9,5,22,7,0,0,40,1,0,,,,50,,,
474221613,51,RF,★★,FF FN49,1,0,0,0,x1,,47,47,41,8,4,22,7,0,0,40,1,0,,,,50,,,
474221614,107,AR,★★,FF F2000,1,0,0,0,x1,,53,53,16,6,6,57,10,0,0,20,1,0,,,,50,,,
474221615,40,RF,★★,SVT-38,1,0,0,0,x1,,42,42,43,8,5,24,7,0,0,40,1,0,,,,50,,,
474221616,41,RF,★★,SKS,1,0,0,0,x1,,47,47,39,8,5,24,7,0,0,40,1,0,,,,50,,,
474221617,18,SMG,★★★,Ingram,1,0,0,0,x1,,88,88,11,2,9,63,12,0,0,5,1,0,,,,50,,,
474221619,41,RF,★★,SKS,1,0,0,0,x1,,47,47,39,8,5,24,7,0,0,40,1,0,,,,50,,,
474221620,21,SMG,★★,PPSh-41,1,0,0,0,x1,,97,97,10,2,8,65,12,0,0,5,1,0,,,,50,,,
474221621,105,AR,★★★,OTs-12,1,0,0,0,x1,,53,53,15,7,7,48,10,0,0,20,1,0,,,,50,,,
474221622,18,SMG,★★★,Ingram,1,0,0,0,x1,,88,88,11,2,9,63,12,0,0,5,1,0,,,,50,,,
474221623,216,AR,★★★★,XM8,1,0,0,0,x1,,54,54,18,6,6,54,10,0,0,20,1,0,,,,50,,,
474527952,94,SMG,★★,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
474527958,31,SMG,★★,M38,1,0,0,0,x1,,102,102,12,2,7,52,12,0,0,5,1,0,,,,50,,,
474527966,41,RF,★★,SKS,1,0,0,0,x1,,47,47,39,8,5,24,7,0,0,40,1,0,,,,50,,,
474527967,87,MG,★★,MG34,1,0,0,0,x1,,83,83,32,3,4,83,4,0,10,5,1,0,,,,50,,,
474528021,25,SMG,★★,MP40,1,0,0,0,x1,,93,93,11,2,8,52,12,0,0,5,1,0,,,,50,,,
422983080,20055,AR,★★★★★,M4A1 Mod,115,10298604,215304,1984696,x5,Mod3,565,565,50,49,49,80,10,0,0,20,10,10,16Lab 6-24X56,APCR High-Velocity Ammo,Inherited Case,200,Oathed,2023-04-29 21:19,Locked
438576814,96,HG,★★★★★,Grizzly,94,2567640,120940,5760,x5,,420,420,36,49,62,53,15,0,0,20,8,0,,,,100,,,Locked
439520608,20097,HG,★★★★★★,M950A Mod,100,3346025,82725,17275,x5,Mod1,390,390,32,55,74,72,15,0,0,20,8,0,,,,100,,,Locked
445227921,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,23,14,11,28,6,25,5,40,10,0,Type 3 Armor Plate,,,100,,,Locked
456609003,383,HG,★★★★,VP9,90,2082562,107162,5438,x5,,345,345,27,50,72,60,15,0,0,20,7,0,,,,100,,,Locked
456613110,387,SG,★★★★★,TPS,100,3263300,-,-,x5,,1265,1265,29,15,14,33,6,23,6,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,,100,,,Locked
456853735,377,RF,★★★★★,SCAR-H,100,3263300,-,-,x5,,425,425,114,93,29,41,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
458417779,378,AR,★★★★★,SCAR-L,100,3263300,-,-,x5,,550,550,56,48,52,78,10,0,0,20,10,0,VFL 6-24X56,16Lab High-Velocity Ammo,Focus Chip,100,,,Locked
460294602,379,HG,★★★★,P10C,92,2293591,89491,30009,x5,,345,345,27,47,69,63,15,0,0,20,6,0,,,,100,,,Locked
465853312,20115,SMG,★★★★★★,Suomi Mod,111,5855250,111950,528050,x5,Mod2,1115,1115,31,15,72,94,12,0,0,5,10,10,Mk31 Multi-functional Exoskeleton,ILM Hollow-Point Ammo,,100,,,Locked
402406682,20010,HG,★★★★,PPK Mod,105,4118156,154856,45144,x5,Mod1,335,335,28,60,101,63,15,0,0,20,8,0,,,,100,,,Locked
458891047,378,AR,★★★★★,SCAR-L,91,2131516,43516,72584,x5,,525,525,53,44,48,75,10,0,0,20,10,0,VFL 6-24X56,,,97,,,Locked
460289009,377,RF,★★★★★,SCAR-H,91,2100874,12874,103226,x5,,405,405,107,85,27,40,7,0,0,40,10,0,,,,83,,,Locked
460294609,354,HG,★★★★,ZiP .22,91,2125865,37865,78235,x5,,315,315,29,37,78,61,15,0,0,20,10,0,,,,90,,,Locked
464923538,20127,SMG,★★★★★★,Type 79 Mod,110,5419679,156379,323621,x5,Mod2,980,980,36,15,85,92,12,0,0,5,10,10,,,,95,,,Locked
438576823,212,HG,★★★★,K5,91,2093222,5222,110878,x5,,315,315,27,48,75,60,15,0,0,40,8,0,,,,90,,,Locked
456613484,20282,SG,★★★★★★,DP-12 Mod,110,5387285,123985,356015,x5,Mod2,1315,1315,35,14,14,39,6,24,5,40,10,10,Type 3 Armor Plate,Shotgun Flash Shells,,100,,,Locked
460702170,20233,HG,★★★★★★,Px4 Storm Mod,111,5782302,39002,600998,x5,Mod2,375,375,36,72,96,57,15,0,0,20,10,10,,,,100,,,Locked
462209533,20125,MG,★★★★★★,Gr MG4 Mod,110,5263300,0,480000,x5,Mod2,920,920,91,37,34,139,4,0,10,5,10,10,Mk211 High-Explosive Armor-Piercing Ammo,,IOP Maximum Ammo Box,100,,,Locked
465139910,398,SG,★★★★★,Stevens M620,1,0,0,100,x1,,127,127,11,2,2,18,6,3,5,40,6,0,,,,50,,,Locked
422982315,105,AR,★★★,OTs-12,32,58153,4953,47,x3,,207,207,24,22,22,56,10,0,0,20,1,0,,,,45,,,Locked
422983334,44,RF,★★★,SV-98,35,69400,0,6300,x3,,171,171,72,32,13,29,7,0,0,40,1,0,,,,50,,,Locked
422985960,6,HG,★★★,Tokarev,40,113840,8340,460,x3,,180,180,20,23,32,42,15,0,0,20,1,0,,,,50,,,Locked
435262991,51,RF,★★,FF FN49,35,69400,0,6300,x3,,189,189,65,27,14,26,7,0,0,40,1,0,,,,50,,,Locked
439512304,20103,SMG,★★★★★,UMP45 Mod,110,5263300,0,480000,x5,Mod2,965,965,29,14,75,83,12,0,0,5,1,1,,,,100,,,Locked
422986649,26,SMG,★★★★,Gr MP5,90,2013946,38546,74054,x5,,795,795,28,12,63,87,12,0,0,5,1,0,,,,72,,,Locked
422986818,75,MG,★★★★,M1918,56,333533,8233,12167,x3,,366,366,69,19,20,97,4,0,8,5,1,0,,,,66,,,Locked
422986931,54,AR,★★★★,M16A1,55,311376,5576,13924,x3,,282,282,34,28,27,65,10,0,0,20,1,0,,,,55,,,Locked
435263097,81,MG,★★,LWMMG,50,229340,8340,7060,x3,,390,390,67,14,13,78,4,0,9,5,1,0,,,,50,,,Locked
439946950,272,HG,★★★★★,Desert Eagle,11,6000,500,600,x2,,80,80,17,13,14,38,15,0,0,40,1,0,,,,50,,,Locked
422982319,27,SMG,★★★,Skorpion,95,2601992,28592,101808,x5,,775,775,23,12,80,94,12,0,0,5,5,0,,,,96,,,Locked
422988000,36,RF,★★★★,Springfield,80,1253604,16704,47196,x4,,304,304,111,60,33,30,7,0,0,40,1,0,,,,100,,,Locked
437152856,99,HG,★★★★,Gr Mk23,90,1993546,18146,94454,x5,,380,380,27,48,60,62,15,0,0,20,8,0,,,,100,,,Locked
443676124,363,SMG,★★★★,MPL,70,720000,15600,29500,x3,,471,471,25,10,53,70,12,0,0,5,1,0,,,,50,,,Locked
458864709,364,SMG,★★★★,MPK,70,732000,27600,17500,x4,,628,628,25,10,55,70,12,0,0,5,1,0,,,,50,,,Locked
415406681,29,SMG,★★★,STEN MkⅡ,75,952501,5001,48999,x4,,648,648,22,12,59,72,12,0,0,5,1,0,,,,100,,,Locked
429617272,257,RF,★★★★★,M200,22,23625,525,1675,x2,,108,108,70,30,10,25,7,0,0,40,1,0,,,,50,,,Locked
443676008,293,AR,★★★★★,AK-15,90,1978576,3176,109424,x4,,420,420,54,48,47,75,10,0,0,20,1,0,,,,52,,,Locked
456953950,122,AR,★★★★★,Gr G11,30,45000,600,3600,x3,,237,237,24,18,17,75,10,0,0,20,1,0,,,,50,,,Locked
458763264,376,SMG,★★★★★,Erma,30,45000,600,3600,x3,,513,513,15,5,25,67,12,0,0,5,1,0,,,,50,,,Locked
402406759,37,RF,★★★,M14,90,2076432,0,0,x5,,400,400,101,65,25,42,7,0,0,40,2,0,,,,100,,,Locked
422985681,56,AR,★★★★,M4 SOPMOD II,97,2957805,0,0,x5,,545,545,49,47,43,77,10,0,0,20,8,0,,,,100,,,Locked
422986234,20057,AR,★★★★★,ST AR-15 Mod,102,3491184,0,0,x5,Mod1,525,525,48,53,50,77,10,0,0,20,10,0,,,,100,,,Locked
435262713,20046,RF,★★★★★★,Kar98k Mod,110,5373016,0,0,x5,Mod2,440,440,145,87,42,35,7,0,0,40,10,10,,,,150,Oathed,2023-08-17 21:06,Locked
439836691,50,RF,★★★★★,Lee Enfield,94,2486063,0,0,x5,,385,385,129,73,37,35,7,0,0,40,9,0,,,,67,,,Locked
