ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
48444831,118,AR,★★★★,9A-91,100,3263300,-,-,x5,,580,580,45,52,53,78,10,0,0,20,2,0,,,,100,,,Locked
48664141,183,HG,★★★★★,Contender,100,3263300,-,-,x5,,330,330,49,90,87,44,15,0,0,40,10,0,,,,100,,,Locked
48703917,168,HG,★★★★,Spitfire,70,707220,0,0,x4,,236,236,29,48,55,54,15,0,0,20,1,0,,,,100,,,Locked
49162497,54,AR,★★★★,M16A1,100,3263300,-,-,x5,,605,605,50,49,47,75,10,0,0,20,4,0,,,,100,,,Locked
51108442,216,AR,★★★★,XM8,71,787023,0,0,x4,,368,368,41,37,33,72,10,0,0,20,1,0,16Lab 6-24X56,APCR High-Velocity Ammo,,100,,,Locked
52617155,177,SMG,★★★★,KLIN,100,3263300,-,-,x5,,950,950,27,12,78,95,12,0,0,5,3,0,,,,100,,,Locked
52664315,173,MG,★★★★★,PKP,100,3263300,-,-,x5,,825,825,100,33,31,127,4,0,10,5,10,0,,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
52664353,185,MG,★★★★,Ameli,100,3263300,-,-,x5,,705,705,88,40,45,149,4,0,8,5,1,0,,,,100,,,Locked
52723150,109,MG,★★★★★,Gr MG5,100,3263300,-,-,x5,,990,990,90,29,29,120,4,0,11,5,10,0,,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
52742428,48,RF,★★★★★,WA2000,100,3263300,-,-,x5,,440,440,137,87,32,39,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
53089194,88,MG,★★★★,MG3,32,54758,0,0,x3,,390,390,52,12,10,103,4,0,10,5,1,0,,,,100,,,Locked
53239077,20101,SMG,★★★★★,UMP9 Mod,115,10083300,-,-,x5,Mod2,900,900,31,18,88,87,12,0,0,5,10,10,IOP T4 Exoskeleton,ILM Hollow-Point Ammo,AC4 Suppressor,100,,,Locked
53576338,20075,MG,★★★★★,M1918 Mod,115,10089300,0,0,x5,Mod3,800,800,105,36,36,115,4,0,8,5,10,10,M1022 Sniper Rounds,CT 4X20,IOP Maximum Ammo Box,100,,,Locked
53884682,102,SMG,★★★★,UMP40,100,3263300,-,-,x5,,900,900,29,15,79,85,12,0,0,5,1,0,,,,100,,,Locked
54071180,78,MG,★★★★,M60,12,6702,0,0,x2,,202,202,44,8,8,80,4,0,9,5,1,0,,,,100,,,Locked
54732308,156,SG,★★★★,Super-Shorty,70,720680,0,0,x3,,618,618,25,12,15,27,6,15,3,40,1,0,,,,100,,,Locked
55036281,179,RF,★★★★★,Gd DSR-50,40,111511,0,0,x3,,174,174,102,44,17,25,7,0,0,40,3,0,,,,100,,,Locked
55230808,188,SG,★★★★★,S.A.T.8,100,3263300,-,-,x5,,1410,1410,31,14,13,33,6,22,4,40,10,0,Type 3 Armor Plate,#000 Buckshot,,100,,,Locked
55565224,199,MG,★★★★,Type80,100,3263300,-,-,x5,,870,870,98,28,26,118,4,0,10,5,1,0,,,,100,,,Locked
55781671,23,SMG,★★★★,PP-90,100,3263300,-,-,x5,,795,795,27,14,91,96,12,0,0,5,1,0,,,,100,,,Locked
55789123,166,HG,★★★★★,CZ75,35,72106,0,0,x3,,135,135,21,29,34,52,15,0,0,20,1,0,,,,100,,,Locked
56189264,85,MG,★★★★,PK,100,3263300,-,-,x5,,950,950,101,23,25,84,4,0,11,5,10,0,M1022 Sniper Rounds,,IOP Maximum Ammo Box,100,,,Locked
56643020,131,SMG,★★★,EVO 3,30,47025,0,0,x3,,378,378,14,7,29,73,12,0,0,5,1,0,,,,100,,,Locked
56932662,119,AR,★★★★★,OTs-14,100,3263300,-,-,x5,,550,550,52,57,57,75,10,0,0,20,8,0,,,,100,,,Locked
57409939,20103,SMG,★★★★★,UMP45 Mod,115,11180477,0,0,x5,Mod3,970,970,31,15,80,83,12,0,0,5,10,10,IOP T4 Exoskeleton,,Additional Computing Module,100,,,Locked
57601363,112,MG,★★★★★,Negev,100,3263300,-,-,x5,,870,870,93,39,40,139,4,0,9,5,10,0,Mk1000 SLAP,VFL 6-24X56,IOP Maximum Ammo Box,150,Oathed,2019-12-07 23:08,Locked
58551710,6,HG,★★★,Tokarev,100,3263300,-,-,x5,,430,430,33,50,70,52,15,0,0,20,2,0,,,,100,,,Locked
58728428,20136,SMG,★★★★★,PP-19 Mod,115,10083300,-,-,x5,Mod2,945,945,29,15,83,91,12,0,0,5,10,10,,,,100,,,Locked
59440585,236,AR,★★★★★,K11,72,834464,0,0,x4,,464,464,46,44,30,69,10,0,0,20,1,0,VFL 6-24X56,APCR High-Velocity Ammo,,99,,,Locked
60150158,222,RF,★★★★★,TAC-50,100,3263300,-,-,x5,,435,435,163,88,33,32,7,0,0,40,6,0,,,,100,,,Locked
61498969,194,AR,★★★★★,K2,100,3263300,-,-,x5,,635,635,53,54,45,78,10,0,0,20,8,0,,,,100,,,Locked
62678126,243,AR,★★★★★,64 Shiki,100,3263300,-,-,x5,,625,625,71,66,46,63,10,0,0,20,4,0,,,,100,,,Locked
64107208,248,HG,★★★★,Jericho,100,3263300,-,-,x5,,380,380,33,53,68,60,15,0,0,20,1,0,RBL Grip,,,100,,,Locked
64298994,50,RF,★★★★★,Lee Enfield,100,3263300,-,-,x5,,400,400,142,82,42,36,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,No32 MKI,Thermoptic Camouflage Cape,100,,,Locked
64332483,114,HG,★★★★★,Welrod MkⅡ,100,3263300,-,-,x5,,400,400,30,75,95,52,15,0,0,40,8,0,,,,100,,,Locked
64519303,142,HG,★★★★★,Five-seven,100,3263300,-,-,x5,,315,315,33,60,102,66,15,0,0,20,10,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
65736368,104,SMG,★★★★★,Gr G36c,100,3263300,-,-,x5,,1015,1015,34,14,69,83,12,0,0,5,10,0,,,,100,,,Locked
66659577,128,RF,★★★★★,M99,100,3263300,-,-,x5,,440,440,165,86,34,32,7,0,0,40,1,0,,,,100,,,Locked
67720835,20,SMG,★★★★★,Vector,100,3263300,-,-,x5,,925,925,32,12,75,101,12,0,0,5,10,0,IOP X4 Exoskeleton,,AC4 Suppressor,100,,,Locked
68601735,1022,SG,★★★★★,Dana Zane,100,3263300,-,-,x5,,1345,1345,40,16,14,26,6,22,1,40,5,0,,,,100,,,Locked
68928213,1019,SMG,★★★★★,Dorothy Haze,100,3263300,-,-,x5,,880,880,30,16,92,79,12,0,0,5,10,0,IOP X4 Exoskeleton,MIRD Class-5 Rounds,,100,,,Locked
69219507,1017,HG,★★★★★,Jill Stingray,100,3263300,-,-,x5,,400,400,32,56,101,55,15,0,0,20,10,0,Adelhyde,Bronson Extract,Karmotrine,100,,,Locked
69224311,1020,RF,★★★★★,Stella Hoshii,100,3263300,-,-,x5,,450,450,123,89,38,35,7,0,0,40,5,0,,,,100,,,Locked
69444952,1021,MG,★★★★★,Alma Armas,100,3263300,-,-,x5,,975,975,94,33,25,129,4,0,9,5,10,0,,,,100,,,Locked
69761972,235,RF,★★★★,SPR A3G,27,37500,0,0,x2,,110,110,72,32,12,26,7,0,0,40,1,0,,,,100,,,Locked
70327386,257,RF,★★★★★,M200,100,3263300,-,-,x5,,440,440,153,101,33,34,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
71521681,151,SG,★★★★★,M1887,45,160944,0,0,x3,,597,597,27,8,8,18,6,11,4,40,1,0,,,,100,,,Locked
72415926,213,SMG,★★★★★,C-MS,100,3263300,-,-,x5,,925,925,34,16,79,87,12,0,0,5,10,0,IOP T4 Exoskeleton,Mk211 High-Explosive Armor-Piercing Ammo,PEQ-16A,100,,,Locked
73358201,237,AR,★★★★,SAR-21,100,3263300,-,-,x5,,580,580,47,49,40,80,10,0,0,20,2,0,,,,100,,,Locked
73918750,245,SMG,★★★★★,P90,100,3263300,-,-,x5,,950,950,33,17,92,93,12,0,0,5,10,0,IOP T4 Exoskeleton,,PEQ-16A,150,Oathed,2020-12-03 13:02,Locked
73919610,238,MG,★★★★★,QJY-88,100,3263300,-,-,x5,,825,825,91,35,37,126,4,0,10,5,4,0,,,,100,,,Locked
75040534,211,RF,★★★★★,SRS,100,3263300,-,-,x5,,435,435,142,87,37,35,7,0,0,40,4,0,,,,100,,,Locked
75055602,212,HG,★★★★,K5,100,3263300,-,-,x5,,330,330,31,55,86,62,15,0,0,40,10,0,,,,100,,,Locked
75209664,233,HG,★★★★★,Px4 Storm,100,3263300,-,-,x5,,340,340,35,69,93,57,15,0,0,20,10,0,,,,88,,,Locked
76013883,247,RF,★★★★,K31,100,3263300,-,-,x5,,390,390,133,82,39,39,7,0,0,40,4,0,,,,100,,,Locked
76137335,165,SG,★★★★,M1014,70,718550,0,0,x4,,936,936,27,10,10,29,6,16,4,40,1,0,,,,100,,,Locked
77279415,186,HG,★★★,P226,29,43882,0,0,x2,,94,94,17,24,27,48,15,0,0,20,1,0,,,,100,,,Locked
77785156,159,SG,★★★,RMB-93,30,45000,0,0,x3,,471,471,19,6,7,23,6,9,4,40,1,0,,,,100,,,Locked
80218595,196,AR,★★★★★,Zas M21,100,3263300,-,-,x5,,605,605,58,51,44,74,10,0,0,20,4,0,,,,100,,,Locked
81725020,73,AR,★★★★★,AUG,100,3263300,-,-,x5,,605,605,58,60,49,75,10,0,0,30,8,0,PEQ-16A,APCR High-Velocity Ammo,IOP T4 Exoskeleton,100,,,Locked
82821413,20124,RF,★★★★,Super SASS Mod,115,10083380,0,0,x5,Mod3,450,450,131,76,32,40,7,0,0,40,10,10,,,,100,,,Locked
88657966,205,AR,★★★★★,AN-94,100,3263300,-,-,x5,,580,580,58,71,51,76,10,0,0,20,10,0,VFL 6-24X56,APCR High-Velocity Ammo,IOP T4 Exoskeleton,100,,,Locked
90532453,192,RF,★★★★★,JS05,81,1312526,0,0,x4,,328,328,145,77,29,29,7,0,0,40,1,0,,,,100,,,Locked
91488769,28,SMG,★★★★★,Gr MP7,100,3263300,-,-,x5,,990,990,32,14,73,91,12,0,0,5,4,0,,,,100,,,Locked
91577586,203,SMG,★★★★,Honey Badger,18,16000,0,0,x2,,232,232,19,5,20,64,12,0,0,5,1,0,,,,100,,,Locked
91787294,20044,RF,★★★★,SV-98 Mod,115,10083300,-,-,x5,Mod2,430,430,134,84,31,37,7,0,0,40,10,10,,,,100,,,Locked
91837686,162,SG,★★★★,SPAS-12,100,3263300,-,-,x5,,1375,1375,35,12,10,32,6,21,4,40,1,0,,,,100,,,Locked
95370701,206,AR,★★★★★,AK-12,100,3263300,-,-,x5,,550,550,59,66,55,78,10,0,0,20,8,0,PEQ-16A,APCR High-Velocity Ammo,IOP T4 Exoskeleton,100,,,Locked
101523204,163,SG,★★★★★,AA-12,100,3263300,-,-,x5,,1345,1345,32,13,12,39,6,22,5,40,4,0,,,,100,,,Locked
101725304,225,SMG,★★★★,Cx4 Storm,32,54000,0,0,x3,,354,354,21,8,32,51,12,0,0,5,1,0,,,,100,,,Locked
102801344,59,SMG,★★★★★,AK-74U,28,40170,0,0,x2,,248,248,21,6,28,66,12,0,0,5,1,0,,,,100,,,Locked
103691856,231,RF,★★★★★,M82A1,100,3263300,-,-,x5,,440,440,166,81,32,34,7,0,0,40,4,0,,,,100,,,Locked
105418090,227,AR,★★★★,A-91,100,3263300,-,-,x4,,452,452,55,53,39,75,10,0,0,20,1,0,,,,100,,,Locked
107066674,229,SG,★★★★★,M870,100,3263300,-,-,x5,,1320,1320,35,14,13,29,6,23,4,40,4,0,,,,100,,,Locked
107839613,256,RF,★★★,Falcon,1,0,0,0,x1,,44,44,54,10,5,22,7,0,0,40,1,0,,,,100,,,Locked
107839896,269,HG,★★★★,Gr P30,100,3263300,-,-,x5,,350,350,34,66,90,55,15,0,0,20,1,0,,,,100,,,Locked
107929136,261,RF,★★★★★,QBU-88,100,3263300,-,-,x5,,420,420,133,92,44,42,7,0,0,40,8,0,,,,100,,,Locked
108122683,20093,SMG,★★★★,IDW Mod,115,10083300,-,-,x5,Mod2,765,765,29,17,96,75,12,0,0,5,10,10,,,,100,,,Locked
109042533,176,SMG,★★★,TMP,24,28778,0,0,x2,,186,186,16,6,29,72,12,0,0,5,1,0,,,,100,,,Locked
111601618,241,RF,★★★,RT-20,23,25356,0,0,x2,,110,110,83,27,11,20,7,0,0,40,1,0,,,,100,,,Locked
111968632,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
112269580,234,SMG,★★★★★,JS 9,100,3263300,-,-,x5,,900,900,29,16,91,89,12,0,0,5,8,0,,,,100,,,Locked
113609431,233,HG,★★★★★,Px4 Storm,100,3263300,-,-,x5,,340,340,37,73,98,57,15,0,0,20,10,0,ImpulsIIA/C,Signal Flare,IOP T4 Exoskeleton,100,,,Locked
114698325,214,AR,★★★★★,ADS,60,418779,0,0,x3,,291,291,38,37,31,67,10,0,0,20,1,0,,,,100,,,Locked
114707445,164,SG,★★★★★,FP-6,100,3263300,-,-,x5,,1300,1300,33,14,13,28,6,24,4,40,4,0,,,,100,,,Locked
115306523,145,RF,★★★,OTs-44,30,47028,0,0,x3,,156,156,88,28,14,25,7,0,0,40,1,0,,,,100,,,Locked
116486538,1010,HG,★★★★★,El Fail,61,449486,0,0,x3,,159,159,25,42,61,52,15,0,0,20,1,0,,,,100,,,Locked
116665360,266,RF,★★★★★,R93,100,3263300,-,-,x5,,405,405,140,102,36,39,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
118755413,20032,SMG,★★★★,Micro Uzi Mod,115,10376113,0,0,x5,Mod3,880,880,27,14,87,104,12,0,0,5,10,10,IOP X4 Exoskeleton,ILM Hollow-Point Ammo,EOT 518,100,,,Locked
120932396,244,HG,★★★,TEC-9,100,3263300,-,-,x5,,415,415,30,49,67,63,15,0,0,20,1,0,,,,100,,,Locked
121658648,264,MG,★★★★,Chauchat,30,45000,0,0,x3,,336,336,59,14,13,62,4,0,9,5,1,0,,,,100,,,Locked
121904444,262,AR,★★★★,EM-2,100,3263300,-,-,x5,,595,595,60,51,51,61,10,0,0,20,4,0,,,,100,,,Locked
124805305,20091,HG,★★★★,MP-446 Mod,115,10083300,-,-,x5,Mod2,340,340,32,60,83,60,15,0,0,20,10,10,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
124893352,253,MG,★★★★★,Lewis,100,3263300,-,-,x5,,950,950,108,33,33,116,4,0,10,5,6,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
125191304,250,HG,★★★★★,HS2000,100,3263300,-,-,x5,,360,360,35,65,92,62,15,0,0,20,10,0,,,,100,,,Locked
125396436,157,SG,★★★★★,Am KSG,100,3263300,-,-,x5,,1265,1265,31,14,13,30,6,24,5,40,4,0,,,,100,,,Locked
125546984,250,HG,★★★★★,HS2000,100,3263300,-,-,x5,,360,360,35,65,92,62,15,0,0,20,10,0,,,,100,,,Locked
126251520,265,AR,★★★,Gr HK33,37,85051,0,0,x3,,216,216,32,25,23,59,10,0,0,20,1,0,,,,100,,,Locked
126276056,251,SMG,★★★★★,X95,46,172646,0,0,x3,,423,423,26,8,38,76,12,0,0,5,1,0,,,,100,,,Locked
126389699,260,HG,★★★★★,PA-15,100,3263300,-,-,x5,,350,350,37,69,80,64,15,0,0,20,4,0,,,,100,,,Locked
126861762,20063,AR,★★★★,Gr G3 Mod,115,10083300,-,-,x5,Mod2,565,565,61,57,41,64,10,0,0,20,10,10,,,,100,,,Locked
126862597,20221,HG,★★★★,GSh-18 Mod,115,10083300,-,-,x5,Mod2,365,365,36,56,94,58,15,0,0,20,10,10,,,,100,,,Locked
129202231,267,SMG,★★★,MP41,26,33235,0,0,x2,,244,244,17,6,24,59,12,0,0,5,1,0,,,,100,,,Locked
129557885,4,HG,★★★★★,Python,100,3263300,-,-,x5,,350,350,42,86,87,49,15,0,0,40,10,0,,,,100,,,Locked
132030513,277,HG,★★★,Gr VP70,48,197745,0,0,x3,,147,147,23,31,44,50,15,0,0,20,1,0,,,,100,,,Locked
133593352,20081,MG,★★★★,LWMMG Mod,115,10083300,-,-,x5,Mod2,885,885,108,29,26,92,4,0,10,5,10,10,,,,100,,,Locked
133627425,154,SG,★★★,M500,71,753308,0,0,x3,,678,678,28,10,9,27,6,16,4,40,1,0,,,,100,,,Locked
133629153,1,HG,★★★★,SAA,100,3263300,-,-,x5,,400,400,38,52,80,47,15,0,0,20,2,0,,,,100,,,Locked
134817032,1023,SMG,★★★★★,Henrietta,100,3263300,-,-,x5,,950,950,32,16,88,93,12,0,0,5,10,0,IOP T4 Exoskeleton,16Lab Hollow-Point,PEQ-16A,100,,,Locked
134951701,1026,MG,★★★★★,Claes,60,414000,0,0,x3,,378,378,61,25,25,119,4,0,8,5,1,0,,Wristwatch,,100,,,Locked
135127665,1027,AR,★★★★★,Angelica,100,3263300,-,-,x5,,605,605,58,60,49,75,10,0,0,30,10,0,,16Lab High-Velocity Ammo,Fairy Tale Picture Books,100,,,Locked
135192216,1024,RF,★★★★★,Rico,100,3263300,-,-,x5,,400,400,137,84,35,37,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Duelling Cards,100,,,Locked
135368645,1025,SG,★★★★★,Triela,100,3263300,-,-,x5,,1265,1265,39,13,13,26,6,21,4,40,6,0,,,,100,,,Locked
136461793,224,SMG,★★★★★,PM-06,36,81272,0,0,x3,,387,387,19,8,35,67,12,0,0,5,1,0,,,,100,,,Locked
137279632,1026,MG,★★★★★,Claes,30,45736,0,0,x3,,306,306,45,14,15,105,4,0,8,5,1,0,,,,100,,,Locked
137279634,1027,AR,★★★★★,Angelica,30,46651,0,0,x3,,237,237,32,24,19,58,10,0,0,30,1,0,,,,100,,,Locked
139344734,274,AR,★★★★★,ACR,100,3263300,-,-,x5,,580,580,57,57,51,77,10,0,0,30,4,0,,,,100,,,Locked
140538710,272,HG,★★★★★,Desert Eagle,100,3263300,-,-,x5,,365,365,44,60,70,55,15,0,0,40,10,0,AC4 Suppressor,,,100,,,Locked
140609715,250,HG,★★★★★,HS2000,61,444344,0,0,x3,,174,174,27,42,60,54,15,0,0,20,2,0,,,,100,,,Locked
140776657,160,SG,★★★★★,Saiga-12,1,0,0,0,x1,,132,132,13,3,3,25,6,3,5,40,1,0,,,,100,,,Locked
141279432,273,RF,★★★★,SSG3000,100,3263300,-,-,x5,,440,440,133,81,32,37,7,0,0,40,8,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
141815986,276,MG,★★★★★,Kord,100,3263300,-,-,x5,,990,990,115,24,23,110,4,0,9,5,10,0,Mk1000 SLAP,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
142188369,284,RF,★★★,Zas M76,11,6000,0,0,x2,,94,94,50,18,10,27,7,0,0,40,1,0,,,,100,,,Locked
143259026,285,HG,★★★★★,C-93,100,3263300,-,-,x3,,189,189,35,66,103,64,15,0,0,20,4,0,,,,100,,,Locked
145527712,167,HG,★★★,Gr HK45,54,303150,0,0,x3,,153,153,27,37,51,47,15,0,0,20,1,0,,,,100,,,Locked
145527726,9,HG,★★,P38,70,713707,0,0,x4,,224,224,25,38,63,52,15,0,0,20,1,0,,,,100,,,Locked
146035628,20154,SG,★★★★,M500 Mod,115,10083300,-,-,x5,Mod2,1345,1345,35,13,11,29,6,22,4,40,10,10,Type 3 Armor Plate,#7.5 Birdshot,,100,,,Locked
147908423,299,SG,★★★,HSM10,2,150,0,0,x1,,125,125,15,4,4,20,6,3,4,40,1,0,,,,100,,,Locked
148318636,20089,MG,★★★★,Bren Mod,115,10083300,-,-,x5,Mod2,885,885,101,36,31,103,4,0,8,5,10,10,,,,100,,,Locked
148839117,298,AR,★★★,Vepr,43,136053,0,0,x3,,237,237,33,26,26,58,10,0,0,20,1,0,,,,100,,,Locked
150585601,259,SMG,★★★★★,PM-9,36,81666,0,0,x3,,360,360,18,7,39,80,12,0,0,5,1,0,,,,100,,,Locked
151520772,189,SG,★★★★,USAS-12,54,300000,0,0,x3,,600,600,23,8,7,32,6,13,5,40,1,0,,,,100,,,Locked
153128536,294,HG,★★★★★,Webley,100,3263300,-,-,x5,,430,430,31,70,86,57,15,0,0,20,10,0,AC4 Suppressor,,,100,,,Locked
153167864,282,SG,★★★★★,DP-12,100,3263300,-,-,x5,,1265,1265,33,14,14,30,6,23,5,40,8,0,,,,100,,,Locked
153282079,158,SG,★★★,KS-23,6,1854,0,0,x1,,145,145,20,4,4,19,6,4,3,40,1,0,,,,100,,,Locked
154624551,296,RF,★★★★★,Gr SL8,100,3263300,-,-,x5,,425,425,126,82,41,41,7,0,0,40,4,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
154894567,281,SG,★★★★★,CAWS,100,3263300,-,-,x5,,1235,1235,32,13,14,35,6,23,5,40,4,0,Type 3 Armor Plate,#000 Buckshot,16Lab MARS,100,,,Locked
155232476,306,AR,★★★★★,AK-Alfa,100,3263300,-,-,x5,,580,580,59,56,55,75,10,0,0,20,4,0,,,,100,,,Locked
155608980,297,AR,★★★★,FI M82,100,3263300,-,-,x5,,565,565,54,48,49,75,10,0,0,20,2,0,,,,100,,,Locked
