id,user_id,component_id,exp,level,skin,is_locked,roll_1,roll_2,roll_3,roll_4,roll_5,unlocked_att,heavy_damage,light_damage,reload,precision,atk_speed,hit,armor,dodge,crit_rate,crit_damage,L_armor_piercing,def_break,H_armor_piercing,energy,energy_bak,skill
17867,562858,1131,0,0,0,0,precision:32,H_armor_piercing:38,skill:220175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18287,562858,1118,0,0,0,0,heavy_damage:48,precision:32,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18289,562858,1118,0,0,0,0,precision:32,def_break:76,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18290,562858,1119,0,0,0,0,heavy_damage:48,precision:32,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18295,562858,1013,0,0,0,0,atk_speed:10,L_armor_piercing:26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18297,562858,1005,17880,7,0,1,armor:6,dodge:6,,,,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,
18298,562858,1011,0,0,0,0,armor:6,precision:32,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18299,562858,1117,0,0,0,0,def_break:76,crit_rate:20,crit_damage:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20668,562858,1128,0,0,0,0,skill:770113,L_armor_piercing:26,light_damage:48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20669,562858,1102,0,0,0,0,skill:770114,atk_speed:10,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20758,562858,3134,0,0,0,0,armor:4,def_break:53,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21329,562858,1103,0,0,0,0,skill:770096,def_break:76,hit:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21510,562858,1126,0,0,0,0,hit:10,skill:770036,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21511,562858,1110,0,0,0,0,heavy_damage:48,def_break:76,skill:770107,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21988,562858,1104,0,0,0,0,light_damage:48,skill:770026,L_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21989,562858,1012,4000,3,0,1,H_armor_piercing:38,precision:32,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,
21991,562858,1114,0,0,0,0,crit_damage:20,skill:770026,L_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21992,562858,1129,0,0,0,0,def_break:76,crit_rate:20,L_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22141,562858,1118,0,0,0,0,skill:770045,heavy_damage:48,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22142,562858,1110,32760,10,0,0,heavy_damage:48,def_break:76,skill:220181,,,"1,2,3",48,0,0,0,0,0,0,0,0,0,0,76,0,0,0,220181
22763,562858,1122,0,0,0,0,light_damage:48,skill:770109,atk_speed:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22867,562858,1107,0,0,0,0,skill:770036,hit:10,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22869,562858,1102,0,0,0,0,def_break:76,hit:10,atk_speed:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22870,562858,1111,0,0,0,0,H_armor_piercing:38,heavy_damage:48,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22883,562858,1007,0,0,0,0,light_damage:48,L_armor_piercing:26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22884,562858,1115,0,0,0,0,crit_damage:20,H_armor_piercing:38,crit_rate:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22885,562858,1105,0,0,0,0,crit_damage:20,def_break:76,skill:770024,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22886,562858,1005,0,0,0,0,dodge:6,precision:32,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22985,562858,3132,0,0,0,0,L_armor_piercing:18,crit_damage:14,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23130,562858,2134,0,0,0,0,dodge:5,def_break:60,skill:770028,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23219,562858,3134,20000,10,0,0,armor:4,skill:770109,dodge:4,,,"1,2,3",0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,770109
23221,562858,3127,0,0,0,0,crit_rate:14,dodge:4,armor:4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23303,562858,2123,0,0,0,0,crit_rate:16,crit_damage:16,skill:770047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23370,562858,1110,0,0,0,0,skill:220185,heavy_damage:48,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23610,562858,1108,0,0,0,0,heavy_damage:48,H_armor_piercing:38,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23651,562858,1119,0,0,0,0,reload:16,def_break:76,skill:220175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23652,562858,1008,3500,3,0,0,light_damage:48,L_armor_piercing:26,,,,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,
23654,562858,1113,0,0,0,0,skill:220180,heavy_damage:48,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24996,562858,1006,0,0,0,1,dodge:6,armor:6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24998,562858,1131,0,0,0,0,H_armor_piercing:38,skill:220167,heavy_damage:48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25279,562858,3114,0,0,0,0,crit_rate:14,crit_damage:14,skill:770084,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25280,562858,2116,0,0,0,0,L_armor_piercing:20,skill:770047,crit_rate:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25514,562858,3125,0,0,0,0,skill:770047,crit_rate:14,H_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25515,562858,3123,0,0,0,0,def_break:53,H_armor_piercing:26,crit_damage:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25516,562858,3117,0,0,0,0,H_armor_piercing:26,crit_rate:14,skill:770047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25538,562858,1120,0,0,0,0,H_armor_piercing:38,heavy_damage:48,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25539,562858,1110,0,0,0,0,reload:16,skill:770107,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25540,562858,1112,0,0,0,0,precision:32,def_break:76,heavy_damage:48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25563,562858,2120,0,0,0,0,reload:12,skill:220173,precision:25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25589,562858,2131,0,0,0,0,precision:25,heavy_damage:38,reload:12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25731,562858,2124,0,0,0,0,armor:5,skill:770019,def_break:60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25809,562858,1123,0,0,0,0,def_break:76,crit_rate:20,H_armor_piercing:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25810,562858,1133,0,0,0,0,dodge:6,crit_rate:20,skill:770107,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25874,562858,2102,0,0,0,0,skill:770036,def_break:60,hit:8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25875,562858,2119,0,0,0,0,precision:25,def_break:60,heavy_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25876,562858,3126,0,0,0,0,def_break:53,light_damage:33,hit:7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26119,562858,2125,0,0,0,0,crit_damage:16,H_armor_piercing:30,def_break:60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26831,562858,1110,0,0,0,0,H_armor_piercing:38,heavy_damage:48,skill:220181,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27209,562858,1011,0,0,0,0,dodge:6,precision:32,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27210,562858,1006,3600,3,0,0,armor:6,precision:32,,,,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,
27211,562858,1111,0,0,0,0,H_armor_piercing:38,precision:32,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31602,562858,1113,0,0,0,0,def_break:76,precision:32,heavy_damage:48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31603,562858,1120,0,0,0,0,precision:32,heavy_damage:48,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32193,562858,1119,0,0,0,0,def_break:76,heavy_damage:48,skill:220167,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32527,562858,1116,0,0,0,0,skill:770084,crit_damage:20,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32528,562858,1115,0,0,0,0,H_armor_piercing:38,def_break:76,crit_rate:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32583,562858,2117,0,0,0,0,crit_damage:16,crit_rate:16,def_break:60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32584,562858,3114,0,0,0,0,L_armor_piercing:18,skill:770084,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32609,562858,3105,0,0,0,0,crit_rate:14,crit_damage:14,skill:770014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32610,562858,3125,0,0,0,0,crit_rate:14,H_armor_piercing:26,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32611,562858,3124,0,0,0,0,crit_damage:14,dodge:4,skill:770104,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32634,562858,2129,0,0,0,0,crit_rate:16,L_armor_piercing:20,skill:770040,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32717,562858,3116,0,0,0,0,def_break:53,H_armor_piercing:26,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32741,562858,3117,0,0,0,0,def_break:53,crit_damage:14,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32846,562858,2115,0,0,0,0,def_break:60,crit_damage:16,L_armor_piercing:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32847,562858,1008,0,0,0,0,L_armor_piercing:26,light_damage:48,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32922,562858,1110,0,0,0,0,heavy_damage:48,skill:770109,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32923,562858,2122,0,0,0,0,hit:8,L_armor_piercing:20,skill:770036,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32924,562858,2104,0,0,0,0,light_damage:38,def_break:60,skill:770038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32961,562858,2118,0,0,0,0,precision:25,def_break:60,skill:220175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32962,562858,1131,0,0,0,0,heavy_damage:48,skill:220175,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32963,562858,1110,0,0,0,0,heavy_damage:48,def_break:76,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33023,562858,1125,0,0,0,0,crit_rate:20,def_break:76,crit_damage:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33024,562858,1117,0,0,0,0,def_break:76,crit_damage:20,skill:770084,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33137,562858,1116,0,0,0,0,crit_rate:20,skill:770041,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33198,562858,1011,0,0,0,0,dodge:6,hit:10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33228,562858,2129,0,0,0,0,L_armor_piercing:20,crit_rate:16,def_break:60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33229,562858,3133,0,0,0,0,dodge:4,armor:4,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33239,562858,3134,0,0,0,0,armor:4,dodge:4,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33240,562858,3123,0,0,0,0,skill:770041,crit_rate:14,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33275,562858,3123,0,0,0,0,skill:770104,def_break:53,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33349,562858,3118,0,0,0,0,reload:11,H_armor_piercing:26,skill:770091,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33378,562858,3126,0,0,0,0,hit:7,skill:770090,light_damage:33,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33413,562858,3129,0,0,0,0,def_break:53,skill:770039,H_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33458,562858,3103,0,0,0,0,skill:770096,light_damage:33,hit:7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33459,562858,1131,0,0,0,0,def_break:76,heavy_damage:48,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
