id,user_id,component_id,exp,level,skin,is_locked,roll_1,roll_2,roll_3,roll_4,roll_5,unlocked_att,heavy_damage,light_damage,reload,precision,atk_speed,hit,armor,dodge,crit_rate,crit_damage,L_armor_piercing,def_break,H_armor_piercing,energy,energy_bak,skill
161240,563002,1123,0,0,0,1,def_break:76,H_armor_piercing:38,skill:770041,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161343,563002,2122,0,0,0,1,def_break:60,skill:770096,light_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161417,563002,1118,0,0,0,1,heavy_damage:48,skill:220180,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161419,563002,1119,0,0,0,1,heavy_damage:48,H_armor_piercing:38,skill:220175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161421,563002,1119,0,0,0,1,def_break:76,skill:770091,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161422,563002,1103,0,0,0,1,hit:10,skill:770090,light_damage:48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161424,563002,1118,0,0,0,1,precision:32,reload:16,skill:220175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161425,563002,1110,0,0,0,1,def_break:76,heavy_damage:48,skill:770096,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161426,563002,1122,0,0,0,1,skill:770038,light_damage:48,L_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161427,563002,1126,0,0,0,1,light_damage:48,hit:10,skill:770092,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161428,563002,1110,0,0,0,1,H_armor_piercing:38,def_break:76,skill:220173,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161429,563002,1126,0,0,0,1,skill:770106,light_damage:48,atk_speed:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161433,563002,1124,0,0,0,1,def_break:76,skill:770019,armor:6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161435,563002,1008,0,0,0,0,heavy_damage:48,light_damage:48,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161436,563002,1125,0,0,0,1,def_break:76,skill:770040,crit_rate:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161438,563002,1121,0,0,0,1,dodge:6,skill:770024,crit_rate:20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164145,563002,2119,0,0,0,1,precision:25,skill:770091,heavy_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164233,563002,1119,0,0,0,1,skill:220167,heavy_damage:48,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164596,563002,1005,14560,6,0,0,armor:6,precision:32,,,,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,
180977,563002,1012,0,0,0,0,reload:16,H_armor_piercing:38,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180979,563002,1012,0,0,0,0,reload:16,precision:32,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181022,563002,1013,0,0,0,0,hit:10,atk_speed:10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189392,563002,2134,0,0,0,1,armor:5,crit_damage:16,skill:770014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189394,563002,3125,0,0,0,1,H_armor_piercing:26,crit_damage:14,skill:770040,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189420,563002,3104,0,0,0,1,skill:770125,atk_speed:7,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189435,563002,3131,0,0,0,1,precision:22,def_break:53,skill:220180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194363,563002,3124,0,0,0,1,dodge:4,crit_damage:14,skill:770019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194389,563002,1118,0,0,0,1,skill:220175,heavy_damage:48,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194417,563002,1103,0,0,0,1,light_damage:48,skill:770125,hit:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194418,563002,2103,0,0,0,1,skill:770109,atk_speed:8,def_break:60,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195984,563002,1110,0,0,0,1,def_break:76,heavy_damage:48,skill:220185,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195985,563002,1118,0,0,0,1,reload:16,skill:220175,def_break:76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196189,563002,1013,0,0,0,0,L_armor_piercing:26,hit:10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196190,563002,1007,0,0,0,0,light_damage:48,H_armor_piercing:38,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196191,563002,1007,0,0,0,0,light_damage:48,H_armor_piercing:38,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196198,563002,1012,0,0,0,0,H_armor_piercing:38,reload:16,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196211,563002,2124,0,0,0,1,crit_damage:16,skill:770016,crit_rate:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196212,563002,1124,3600,3,0,0,dodge:6,skill:770016,armor:6,,,"1,2",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,770016
236846,563002,1007,0,0,0,0,H_armor_piercing:38,L_armor_piercing:26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236849,563002,1101,0,0,0,1,skill:770090,def_break:76,L_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236851,563002,1128,0,0,0,1,def_break:76,light_damage:48,skill:220187,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236852,563002,1110,0,0,0,1,skill:770096,heavy_damage:48,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236854,563002,1008,0,0,0,0,light_damage:48,L_armor_piercing:26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236855,563002,1007,4000,3,0,0,heavy_damage:48,light_damage:48,,,,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250192,563002,3124,0,0,0,1,skill:770096,def_break:53,dodge:4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250231,563002,2101,0,0,0,1,atk_speed:8,skill:770125,hit:8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250232,563002,1102,0,0,0,1,skill:770036,def_break:76,hit:10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256984,563002,3124,0,0,0,1,dodge:4,crit_rate:14,skill:770107,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256986,563002,3133,0,0,0,1,armor:4,dodge:4,skill:770024,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256994,563002,3115,0,0,0,1,crit_rate:14,skill:220182,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256995,563002,2121,0,0,0,1,crit_damage:16,skill:770107,armor:5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257013,563002,3117,0,0,0,1,skill:770032,crit_rate:14,H_armor_piercing:26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257014,563002,3116,0,0,0,1,skill:770039,H_armor_piercing:26,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257024,563002,3108,0,0,0,1,heavy_damage:33,precision:22,skill:220180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257026,563002,3103,0,0,0,1,def_break:53,skill:770107,atk_speed:7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257045,563002,2131,0,0,0,1,def_break:60,skill:220175,heavy_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257071,563002,2118,0,0,0,1,heavy_damage:38,def_break:60,skill:220181,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257072,563002,3128,0,0,0,1,L_armor_piercing:18,hit:7,skill:770100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257085,563002,3108,0,0,0,1,reload:11,precision:22,skill:220167,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257087,563002,2108,0,0,0,1,reload:12,skill:770091,heavy_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258833,563002,1104,0,0,0,1,light_damage:48,hit:10,skill:770125,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258834,563002,2119,0,0,0,1,skill:770091,precision:25,heavy_damage:38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258924,563002,1126,0,0,0,1,L_armor_piercing:26,def_break:76,skill:770092,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258992,563002,1107,0,0,0,1,hit:10,def_break:76,skill:770113,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259052,563002,3123,0,0,0,1,L_armor_piercing:18,skill:770104,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259054,563002,3114,0,0,0,1,H_armor_piercing:26,skill:770100,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263523,563002,3123,0,0,0,1,skill:770039,def_break:53,crit_damage:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266828,563002,1134,0,0,0,1,def_break:76,skill:770016,dodge:6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282894,563002,2128,0,0,0,1,def_break:60,light_damage:38,skill:770038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282936,563002,3105,0,0,0,1,L_armor_piercing:18,skill:770024,crit_rate:14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282941,563002,3116,0,0,0,1,skill:770037,crit_damage:14,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282959,563002,2118,0,0,0,1,def_break:60,heavy_damage:38,skill:770093,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282991,563002,2116,0,0,0,1,L_armor_piercing:20,crit_damage:16,skill:770104,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282999,563002,1104,33200,10,0,0,atk_speed:10,def_break:76,skill:770125,,,"1,2,3",0,0,0,0,10,0,0,0,0,0,0,76,0,0,0,770125
283015,563002,3103,0,0,0,1,skill:770107,def_break:53,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283016,563002,3128,0,0,0,1,hit:7,atk_speed:7,skill:770125,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283039,563002,1110,0,0,0,1,def_break:76,skill:220175,reload:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283056,563002,2115,0,0,0,1,skill:770034,def_break:60,H_armor_piercing:30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283095,563002,1115,0,0,0,1,def_break:76,crit_rate:20,skill:770030,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283125,563002,3123,0,0,0,1,H_armor_piercing:26,skill:220183,L_armor_piercing:18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283126,563002,3129,0,0,0,1,crit_damage:14,skill:770014,def_break:53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291692,563002,2115,0,0,0,1,skill:220182,def_break:60,crit_rate:16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291694,563002,2117,0,0,0,1,crit_damage:16,skill:770100,H_armor_piercing:30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291725,563002,1110,0,0,0,1,reload:16,skill:770091,precision:32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291726,563002,1118,0,0,0,1,def_break:76,precision:32,skill:220181,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291727,563002,2126,0,0,0,1,light_damage:38,def_break:60,skill:770038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
